snapshot_ts,expiry,days_to_expiry,T_years,forward_price,index_price,n_strikes,n_otm_strikes,mu2_variance,mu3_cubic,mu4_quartic,svix
2026-07-16T17:21:44Z,2026-07-17,1,0.00274,64157.33,64152.19,25,25,0.07283849062210739,-0.0006157310539296612,7.16479208655863e-05,0.26988606970739965
2026-07-16T17:21:44Z,2026-07-18,2,0.005479,64152.76,64152.19,25,25,0.09729380888577473,-0.0006684245355981173,0.0002633128204321858,0.3119195551512837
2026-07-16T17:21:44Z,2026-07-19,3,0.008219,64162.1,64152.19,23,23,0.08091207235619695,-0.000759728914730855,0.0002741765981693173,0.2844504743469361
2026-07-16T17:21:44Z,2026-07-20,4,0.010959,64162.99,64152.19,21,21,0.08551495524461648,-0.0005819315384871588,0.00035136319516905495,0.2924294021548047
2026-07-16T17:21:44Z,2026-07-24,8,0.021918,64220.38,64152.19,20,20,0.11816767359963748,-0.0022276855970386634,0.0016331051941196994,0.34375525246843497
2026-07-16T17:21:44Z,2026-07-31,15,0.041096,64259.2,64152.19,58,58,0.12939476053792526,-0.002730562779441197,0.00405563931299528,0.3597148322462187
2026-07-16T17:21:44Z,2026-08-28,43,0.117808,64431.34,64152.19,49,49,0.141772034909942,-0.0013816929125174038,0.014018268051296127,0.37652627386404525
2026-07-16T17:21:44Z,2026-09-25,71,0.194521,64640.86,64152.19,60,60,0.1593041151268157,0.005376071603598532,0.051067212293293425,0.3991291960340858
2026-07-16T17:21:44Z,2026-12-25,162,0.443836,65251.59,64152.19,58,58,0.1982839214418316,0.03843398722532451,0.1354195270472641,0.4452908279336456
2026-07-16T17:21:44Z,2027-03-26,253,0.693151,65944.11,64152.19,51,51,0.2122431867558015,0.076682785506596,0.18663510045806575,0.4606985855804221
2026-07-16T17:21:44Z,2027-06-25,344,0.942466,66662.55,64152.19,34,34,0.22890767592800235,0.09204238626639319,0.21241960377094563,0.47844297040295447
