snapshot_ts,expiry,days_to_expiry,T_years,forward_price,index_price,n_strikes,n_otm_strikes,mu2_variance,mu3_cubic,mu4_quartic,svix
2026-07-13T17:57:26Z,2026-07-14,1,0.00274,61960.16,61963.68,22,22,0.0901151373735373,-0.0005961145736462709,0.00013354421851996174,0.3001918342885717
2026-07-13T17:57:26Z,2026-07-15,2,0.005479,61969.82,61963.68,22,22,0.12505164970897265,-0.0006730274596492812,0.000368517466403842,0.3536264267683803
2026-07-13T17:57:26Z,2026-07-16,3,0.008219,61962.04,61963.68,23,23,0.13095957345031517,-0.0015416812383417663,0.0006029003563971029,0.3618833699554529
2026-07-13T17:57:26Z,2026-07-17,4,0.010959,61992.43,61963.68,23,23,0.13877745242529504,-0.0024683066025726103,0.0010788607310750077,0.37252845854416955
2026-07-13T17:57:26Z,2026-07-24,11,0.030137,62021.05,61963.68,19,19,0.13948906039477457,-0.0044072084481330785,0.002443245890392001,0.3734823428152589
2026-07-13T17:57:26Z,2026-07-31,18,0.049315,62061.52,61963.68,58,58,0.1457922173859726,-0.004841695865976137,0.004931257946971299,0.3818274707063029
2026-07-13T17:57:26Z,2026-08-28,46,0.126027,62222.24,61963.68,49,49,0.15106485902132183,-0.005218917848112415,0.014480477254474624,0.3886706305103613
2026-07-13T17:57:26Z,2026-09-25,74,0.20274,62432.08,61963.68,60,60,0.16699388002237753,0.0009065416302833671,0.04857586713550108,0.40864884683842867
2026-07-13T17:57:26Z,2026-12-25,165,0.452055,63015.75,61963.68,58,58,0.20377366511921854,0.04043132622334446,0.14516747537369723,0.45141296516517837
2026-07-13T17:57:26Z,2027-03-26,256,0.70137,63665.04,61963.68,51,51,0.21755158835875538,0.08453600108597928,0.20663845447490095,0.4664242579012753
2026-07-13T17:57:26Z,2027-06-25,347,0.950685,64335.31,61963.68,34,34,0.23430377404894223,0.10159203670656058,0.23254259546354464,0.48404935084032724
