snapshot_ts,expiry,days_to_expiry,T_years,forward_price,index_price,n_strikes,n_otm_strikes,mu2_variance,mu3_cubic,mu4_quartic,svix
2026-05-01T17:01:03Z,2026-05-02,1,0.00274,78270.05,78270.05,27,27,0.05199626166075019,-3.772451684147515e-05,6.0748684144531305e-05,0.22802688802145724
2026-05-01T17:01:03Z,2026-05-03,2,0.005479,78269.04,78270.05,28,28,0.04651563448087219,-0.00013560224797434981,0.00011571449146405042,0.21567483506629184
2026-05-01T17:01:03Z,2026-05-04,3,0.008219,78264.92,78270.05,28,28,0.05836184443391727,-0.00019943308647817694,0.0002149587086430118,0.24158196214518432
2026-05-01T17:01:03Z,2026-05-05,4,0.010959,78264.3,78270.05,27,27,0.07961486326086295,-5.3689769625641206e-05,0.0003938287742016735,0.28216105907949623
2026-05-01T17:01:03Z,2026-05-08,7,0.019178,78250.84,78270.05,21,21,0.11179868706996657,-0.0010672213668289374,0.001093595703163258,0.3343631066220772
2026-05-01T17:01:03Z,2026-05-15,14,0.038356,78264.46,78270.05,18,18,0.1372824966176885,-0.001537081399304336,0.0026358091831069877,0.3705165267807746
2026-05-01T17:01:03Z,2026-05-22,21,0.057534,78282.46,78270.05,19,19,0.14058881202331752,-0.0011976764368316262,0.003492696825726677,0.3749517462598588
2026-05-01T17:01:03Z,2026-05-29,28,0.076712,78302.41,78270.05,47,47,0.15120056859563355,-0.00390817335687526,0.008400783935814322,0.38884517303887617
2026-05-01T17:01:03Z,2026-06-26,56,0.153425,78433.99,78270.05,58,58,0.17285745224855195,0.005627971151930189,0.06201923127965739,0.4157612923884954
2026-05-01T17:01:03Z,2026-07-31,91,0.249315,78627.6031,78270.05,43,43,0.16363074684309198,0.006918559553890017,0.01924781101161285,0.40451297487607485
2026-05-01T17:01:03Z,2026-09-25,147,0.40274,78949.15,78270.05,57,57,0.19523928008717836,0.02980747730758429,0.10863167366877098,0.44185889160135544
2026-05-01T17:01:03Z,2026-12-25,238,0.652055,79595.85,78270.05,55,55,0.2254432666260224,0.08134330480453068,0.2172016230750503,0.4748086631749914
2026-05-01T17:01:03Z,2027-03-26,329,0.90137,80269.5,78270.05,45,45,0.23486070461534295,0.11157734225488458,0.2341587244773941,0.4846242922257849
