snapshot_ts,expiry,days_to_expiry,T_years,forward_price,index_price,n_strikes,n_otm_strikes,mu2_variance,mu3_cubic,mu4_quartic,svix
2026-06-23T18:01:33Z,2026-06-24,1,0.00274,62365.95,62365.95,22,22,0.09481135138645368,-0.002640263814805402,0.0003098439812646167,0.3079145196096697
2026-06-23T18:01:33Z,2026-06-25,2,0.005479,62360.32,62365.95,22,22,0.14892057167850695,-0.0031441220217586084,0.0007331427639587944,0.3859022825515638
2026-06-23T18:01:33Z,2026-06-26,3,0.008219,62368.17,62365.95,67,67,0.17188219612685565,-0.007539415821223936,0.002559716607226662,0.4145867775591205
2026-06-23T18:01:33Z,2026-06-27,4,0.010959,62358.36,62365.95,21,21,0.16361217000293912,-0.005413318086092037,0.0014799273111789,0.4044900122412655
2026-06-23T18:01:33Z,2026-07-03,10,0.027397,62378.24,62365.95,21,21,0.17494319950378123,-0.008503140427383185,0.0037381997795122284,0.4182621181792361
2026-06-23T18:01:33Z,2026-07-10,17,0.046575,62392.9,62365.95,19,19,0.16869921804005672,-0.00972377035249287,0.005119230111038043,0.41073010364478607
2026-06-23T18:01:33Z,2026-07-31,38,0.10411,62490.59,62365.95,57,57,0.17078967478286766,-0.0024595002547226643,0.01728987437543528,0.4132670743996764
2026-06-23T18:01:33Z,2026-08-28,66,0.180822,62661.28,62365.95,49,49,0.17699273011534458,-0.00396105657213386,0.024367621744198528,0.4207050393272519
2026-06-23T18:01:33Z,2026-09-25,94,0.257534,62925.19,62365.95,60,60,0.18884906769059892,0.005858782062208247,0.06694785404731665,0.4345676790680583
2026-06-23T18:01:33Z,2026-12-25,185,0.506849,63558.52,62365.95,57,57,0.22089010036991644,0.06829262489458683,0.22549480461688834,0.4699894683606394
2026-06-23T18:01:33Z,2027-03-26,276,0.756164,64227.36,62365.95,51,51,0.2341524858853707,0.11852595148530072,0.2866869921412831,0.4838930521152073
