snapshot_ts,expiry,days_to_expiry,T_years,forward_price,index_price,n_strikes,n_otm_strikes,mu2_variance,mu3_cubic,mu4_quartic,svix
2026-04-11T16:41:58Z,2026-04-12,1,0.00274,73117.47,73117.47,26,26,0.07313231707825778,-0.0006597111678482947,0.00015535447096975497,0.2704298746038569
2026-04-11T16:41:58Z,2026-04-13,2,0.005479,73109.57,73117.47,26,26,0.13824760804408104,-0.002546401338459538,0.0007728635837311728,0.3718166322854332
2026-04-11T16:41:58Z,2026-04-14,3,0.008219,73106.39,73117.47,26,26,0.16742973893183605,-0.0035019126198754663,0.0012939274952354668,0.4091817920336095
2026-04-11T16:41:58Z,2026-04-15,4,0.010959,73110.23,73117.47,23,23,0.17742928526252533,-0.0031343862547943257,0.001360916721772556,0.42122355734517664
2026-04-11T16:41:58Z,2026-04-17,6,0.016438,73102.57,73117.47,22,22,0.19535586522930895,-0.006619590861219092,0.0032869676750745054,0.44199079767491645
2026-04-11T16:41:58Z,2026-04-24,13,0.035616,73106.14,73117.47,48,48,0.195816406533163,-0.005242422190941762,0.010580592659551857,0.44251147615984265
2026-04-11T16:41:58Z,2026-05-01,20,0.054795,73113.586,73117.47,16,16,0.1799163359800912,-0.003910455086540058,0.004630760313918533,0.42416545825902796
2026-04-11T16:41:58Z,2026-05-29,48,0.131507,73197.21,73117.47,46,46,0.1932250908585335,-0.0024037914536895757,0.01942525065870894,0.4395737604299573
2026-04-11T16:41:58Z,2026-06-26,76,0.208219,73337.71,73117.47,57,57,0.21458841964304207,0.044635199100786956,0.25833938304861925,0.463236893654901
2026-04-11T16:41:58Z,2026-09-25,167,0.457534,73924.6,73117.47,56,56,0.23329815847667468,0.06923302394266075,0.22283172929568038,0.4830094807316671
2026-04-11T16:41:58Z,2026-12-25,258,0.706849,74671.02,73117.47,53,53,0.2628562240781785,0.12607631857477206,0.33321534296827254,0.5126950595414184
2026-04-11T16:41:58Z,2027-03-26,349,0.956164,75346.43,73117.47,37,37,0.26256170026951675,0.14094617798108772,0.28076354154417044,0.5124077480576545
