snapshot_ts,expiry,days_to_expiry,T_years,forward_price,index_price,n_strikes,n_otm_strikes,mu2_variance,mu3_cubic,mu4_quartic,svix
2026-03-24T17:05:07Z,2026-03-25,1,0.00274,69217.2269,69170.43,27,27,0.1791263711901513,-0.0037043262853272566,0.0005355552644966739,0.4232332349782461
2026-03-24T17:05:07Z,2026-03-26,2,0.005479,69173.9989,69170.43,28,28,0.25872286133143485,-0.005975119640667267,0.0018862180791505863,0.5086480721790213
2026-03-24T17:05:07Z,2026-03-27,3,0.008219,69181.68,69170.43,76,76,0.32111105718449023,-0.014198362212613329,0.006982408778847109,0.5666666190843521
2026-03-24T17:05:07Z,2026-03-28,4,0.010959,69143.8943,69170.43,24,24,0.29329802202467303,-0.0021648851125328247,0.0030396780441376936,0.5415699604157094
2026-03-24T17:05:07Z,2026-04-03,10,0.027397,69141.15,69170.43,20,20,0.29113943693944766,0.0028962397440670607,0.007503413360803653,0.5395733842022303
2026-03-24T17:05:07Z,2026-04-10,17,0.046575,69167.2133,69170.43,18,18,0.26499594250705855,0.005211279483099515,0.00791450718697871,0.5147775660487338
2026-03-24T17:05:07Z,2026-04-24,31,0.084932,69212.61,69170.43,48,48,0.29485697368873387,0.0006612817929174609,0.03754068931326679,0.5430073422051804
2026-03-24T17:05:07Z,2026-05-29,66,0.180822,69424.0933,69170.43,46,46,0.2772807560943544,0.00410028936116973,0.04529355354010836,0.5265745494176056
2026-03-24T17:05:07Z,2026-06-26,94,0.257534,69568.34,69170.43,57,57,0.2980200735182314,0.05843386856526341,0.282508976096711,0.5459121481687611
2026-03-24T17:05:07Z,2026-09-25,185,0.506849,70130.09,69170.43,56,56,0.3180051094641735,0.1754454715281962,0.5988161117799413,0.5639194175271618
2026-03-24T17:05:07Z,2026-12-25,276,0.756164,70897.14,69170.43,53,53,0.3351866257082974,0.23983804338281492,0.6768313816041036,0.5789530427489757
