snapshot_ts,expiry,days_to_expiry,T_years,forward_price,index_price,n_strikes,n_otm_strikes,mu2_variance,mu3_cubic,mu4_quartic,svix
2026-03-26T17:08:31Z,2026-03-27,1,0.00274,68947.52,68937.74,76,76,0.21978959811946244,-0.0017797440420455532,0.00103890990507216,0.4688172331724405
2026-03-26T17:08:31Z,2026-03-28,2,0.005479,68953.8871,68937.74,25,25,0.24022407928754244,-0.0006013688283898549,0.001683546593894194,0.4901265951644967
2026-03-26T17:08:31Z,2026-03-29,3,0.008219,68960.6643,68937.74,25,25,0.19744455469950042,-0.00019615255598087348,0.0014653416241927752,0.44434733565027756
2026-03-26T17:08:31Z,2026-03-30,4,0.010959,68960.6986,68937.74,24,24,0.2159662343608565,-0.002429089111716227,0.0020281274015485603,0.46472167408122517
2026-03-26T17:08:31Z,2026-04-03,8,0.021918,68959.03,68937.74,21,21,0.26780901183275496,0.002310365836735313,0.006303498684893645,0.5175026684305647
2026-03-26T17:08:31Z,2026-04-10,15,0.041096,68977.55,68937.74,20,20,0.24955927930651342,0.004491316533555533,0.006976465113947912,0.49955908490038836
2026-03-26T17:08:31Z,2026-04-24,29,0.079452,69021.54,68937.74,48,48,0.27990723047217764,0.004240739154585491,0.03386817047404257,0.5290625959866919
2026-03-26T17:08:31Z,2026-05-29,64,0.175342,69185.8244,68937.74,46,46,0.2753728933268137,0.005880044499597915,0.044226588829287435,0.52475984347777
2026-03-26T17:08:31Z,2026-06-26,92,0.252055,69317.76,68937.74,57,57,0.30013810013351805,0.07692107539840784,0.3818592021126785,0.547848610597415
2026-03-26T17:08:31Z,2026-09-25,183,0.50137,69867.94,68937.74,56,56,0.3235955638384935,0.18689545647713154,0.6400373177648623,0.5688546069414341
2026-03-26T17:08:31Z,2026-12-25,274,0.750685,70624.15,68937.74,53,53,0.3355664538199016,0.24354482611071132,0.6932188068936501,0.579280980026016
2026-03-26T17:08:31Z,2027-03-26,365,1.0,71375.91,68937.74,34,34,0.3250274456124901,0.23583286793880776,0.48179643823574164,0.5701117834359242
