snapshot_ts,expiry,days_to_expiry,T_years,forward_price,index_price,n_strikes,n_otm_strikes,mu2_variance,mu3_cubic,mu4_quartic,svix
2026-07-26T17:06:06Z,2026-07-27,1,0.00274,64671.31,64671.31,22,22,0.045997985814729914,-0.00035899149873066334,3.5367393483473806e-05,0.21447141025024738
2026-07-26T17:06:06Z,2026-07-28,2,0.005479,64670.59,64671.31,23,23,0.10680889551521232,-0.001411379084147567,0.0002602615577645284,0.32681630240123016
2026-07-26T17:06:06Z,2026-07-29,3,0.008219,64671.24,64671.31,21,21,0.1255770513877678,-0.002679671322128336,0.0006191848813036888,0.35436852482658193
2026-07-26T17:06:06Z,2026-07-30,4,0.010959,64671.38,64671.31,21,21,0.13926414196570658,-0.0023245885249002715,0.0008907408871808291,0.3731811114803462
2026-07-26T17:06:06Z,2026-07-31,5,0.013699,64683.69,64671.31,58,58,0.1576387120352602,-0.0031661680260882835,0.0021772240061990944,0.39703741893587335
2026-07-26T17:06:06Z,2026-08-07,12,0.032877,64763.33,64671.31,19,19,0.14541476670120435,-0.0014382648436191844,0.0032253900283861913,0.38133288174664975
2026-07-26T17:06:06Z,2026-08-28,33,0.090411,64907.32,64671.31,49,49,0.15038198000570377,-0.0011811749898192549,0.014156412064009846,0.3877911551411452
2026-07-26T17:06:06Z,2026-09-25,61,0.167123,65132.76,64671.31,60,60,0.16549232400868996,0.0033856627614241826,0.042347667210560665,0.40680747781805826
2026-07-26T17:06:06Z,2026-12-25,152,0.416438,65815.75,64671.31,58,58,0.19991036433004264,0.03636087658406235,0.12263638015311379,0.44711336854319467
2026-07-26T17:06:06Z,2027-03-26,243,0.665753,66462.87,64671.31,51,51,0.21073826818064953,0.07179261289087499,0.17015289441224363,0.45906237940028316
2026-07-26T17:06:06Z,2027-06-25,334,0.915068,67189.24,64671.31,37,37,0.22674509866281423,0.09400656014050335,0.21884283243825228,0.4761775915168775
