snapshot_ts,expiry,days_to_expiry,T_years,forward_price,index_price,n_strikes,n_otm_strikes,mu2_variance,mu3_cubic,mu4_quartic,svix
2026-05-29T18:37:08Z,2026-05-30,1,0.00274,73687.47,73687.47,30,30,0.041608159433347336,-0.0006503132608393675,5.440015594715458e-05,0.20398078201964845
2026-05-29T18:37:08Z,2026-05-31,2,0.005479,73689.84,73687.47,29,29,0.04433535497207983,-0.0007510560800133225,0.00013371960348039085,0.21055962331862163
2026-05-29T18:37:08Z,2026-06-01,3,0.008219,73716.42,73687.47,24,24,0.06328749678989573,-0.001041998123388359,0.0003308765979279184,0.25157006338174603
2026-05-29T18:37:08Z,2026-06-02,4,0.010959,73714.38,73687.47,24,24,0.08172805628509373,-0.001279648767342412,0.00044584079002672706,0.2858811926047143
2026-05-29T18:37:08Z,2026-06-05,7,0.019178,73734.67,73687.47,23,23,0.10542905179125482,-0.0008140011105939317,0.001143895520589605,0.32469840127609934
2026-05-29T18:37:08Z,2026-06-12,14,0.038356,73764.79,73687.47,21,21,0.11476905667046985,-0.0010777359832884117,0.0018153555722973593,0.3387758206697607
2026-05-29T18:37:08Z,2026-06-19,21,0.057534,73784.43,73687.47,19,19,0.12933915206930163,-0.004028527374420735,0.00412822401257616,0.3596375287276088
2026-05-29T18:37:08Z,2026-06-26,28,0.076712,73845.12,73687.47,59,59,0.13505956998341445,-0.0020474059095057515,0.016660594739971498,0.3675045169564783
2026-05-29T18:37:08Z,2026-07-31,63,0.172603,74032.77,73687.47,47,47,0.13292548667959847,0.0037858938185328455,0.011660261369219526,0.3645894769183533
2026-05-29T18:37:08Z,2026-08-28,91,0.249315,74201.94,73687.47,38,38,0.13951682476929603,0.006192998648444552,0.01529098154201392,0.37351951056042043
2026-05-29T18:37:08Z,2026-09-25,119,0.326027,74383.44,73687.47,58,58,0.16391201768492372,0.014693437817574592,0.06599203380356122,0.4048604916325174
2026-05-29T18:37:08Z,2026-12-25,210,0.575342,75057.31,73687.47,57,57,0.20257614701342766,0.05619809127258783,0.16653289811950744,0.4500845998403274
2026-05-29T18:37:08Z,2027-03-26,301,0.824658,75700.77,73687.47,46,46,0.2165301795403589,0.09120122853914599,0.19817440397384328,0.4653280343374542
