snapshot_ts,expiry,days_to_expiry,T_years,forward_price,index_price,n_strikes,n_otm_strikes,mu2_variance,mu3_cubic,mu4_quartic,svix
2026-05-23T17:04:59Z,2026-05-24,1,0.00274,75353.73,75353.73,27,27,0.041656862905127594,-0.0007505612606010185,5.401093849334627e-05,0.2041001296058569
2026-05-23T17:04:59Z,2026-05-25,2,0.005479,75356.38,75353.73,28,28,0.08780043559572223,-0.0011782374628397604,0.0002535169903898646,0.29631138283184844
2026-05-23T17:04:59Z,2026-05-26,3,0.008219,75359.86,75353.73,29,29,0.1098918895833067,-0.0019280059232898443,0.000553376467022964,0.33149945638463224
2026-05-23T17:04:59Z,2026-05-27,4,0.010959,75360.42,75353.73,25,25,0.12141982727283437,-0.0013733897841096874,0.0008014943592324144,0.34845347935245874
2026-05-23T17:04:59Z,2026-05-29,6,0.016438,75353.22,75353.73,48,48,0.1355444303811382,-0.003117772750884538,0.0019992687146305763,0.36816359187342
2026-05-23T17:04:59Z,2026-06-05,13,0.035616,75368.34,75353.73,22,22,0.13064752002376565,-0.0025881176978136493,0.002117386058340742,0.3614519608796799
2026-05-23T17:04:59Z,2026-06-12,20,0.054795,75383.05,75353.73,19,19,0.12717656157432633,-0.001986735433609278,0.0025515980844730704,0.3566182294475793
2026-05-23T17:04:59Z,2026-06-26,34,0.093151,75442.85,75353.73,59,59,0.15004260245062087,-0.006451677319076433,0.019530936523541997,0.38735333024335916
2026-05-23T17:04:59Z,2026-07-31,69,0.189041,75553.75,75353.73,46,46,0.14727980423421907,0.004270947708333583,0.01496052696621195,0.3837705098548077
2026-05-23T17:04:59Z,2026-09-25,125,0.342466,75878.47,75353.73,58,58,0.18018198095230661,0.018874156258159656,0.07952884914217748,0.4244784811416317
2026-05-23T17:04:59Z,2026-12-25,216,0.591781,76595.81,75353.73,57,57,0.21877791104318867,0.07744904355616634,0.2225912781535389,0.46773701055527844
2026-05-23T17:04:59Z,2027-03-26,307,0.841096,77258.06,75353.73,46,46,0.23145191309334665,0.11147384186738152,0.24163668524829196,0.48109449497302154
