snapshot_ts,expiry,days_to_expiry,T_years,forward_price,index_price,n_strikes,n_otm_strikes,mu2_variance,mu3_cubic,mu4_quartic,svix
2026-06-28T17:17:32Z,2026-06-29,1,0.00274,59574.91,59574.91,25,25,0.21351689830500795,-0.0042531767149512675,0.0006650255556363795,0.46207888753437754
2026-06-28T17:17:32Z,2026-06-30,2,0.005479,59580.64,59574.91,23,23,0.3102258933482037,-0.013105455069029052,0.002790468774296089,0.5569792575565123
2026-06-28T17:17:32Z,2026-07-01,3,0.008219,59582.78,59574.91,19,19,0.2861943695241808,-0.007591407945959957,0.0021635849026300585,0.534971372621172
2026-06-28T17:17:32Z,2026-07-02,4,0.010959,59582.89,59574.91,20,20,0.28512295945190924,-0.009919802143397934,0.002967788777680961,0.5339690622610165
2026-06-28T17:17:32Z,2026-07-03,5,0.013699,59589.86,59574.91,22,22,0.2917792224262455,-0.010451004942790675,0.004293053889788607,0.5401659212003711
2026-06-28T17:17:32Z,2026-07-10,12,0.032877,59629.37,59574.91,22,22,0.24065866501844319,-0.012688507119655495,0.0069859345423615845,0.49056973512278884
2026-06-28T17:17:32Z,2026-07-17,19,0.052055,59659.32,59574.91,18,18,0.22031499935829196,-0.010846747362640843,0.007220212337391789,0.46937724631504235
2026-06-28T17:17:32Z,2026-07-31,33,0.090411,59706.92,59574.91,58,58,0.21320543937311173,-0.003910472379439234,0.017753420566044502,0.4617417453221137
2026-06-28T17:17:32Z,2026-08-28,61,0.167123,59830.06,59574.91,49,49,0.20678477370936807,-0.00204710604358704,0.02742577644928145,0.45473593844050647
2026-06-28T17:17:32Z,2026-09-25,89,0.243836,60040.38,59574.91,60,60,0.21805855900955085,0.004390835304198133,0.07033653375261346,0.4669674067957536
2026-06-28T17:17:32Z,2026-12-25,180,0.493151,60606.15,59574.91,57,57,0.23644408598272168,0.08264559871500407,0.2900515107794957,0.4862551655074953
2026-06-28T17:17:32Z,2027-03-26,271,0.742466,61217.23,59574.91,51,51,0.24413202139508436,0.13250051441797128,0.3282646661073473,0.49409717808856624
2026-06-28T17:17:32Z,2027-06-25,362,0.991781,61851.93,59574.91,32,32,0.2541695019795713,0.13609324012325874,0.30368833794264977,0.5041522607105627
