snapshot_ts,expiry,days_to_expiry,T_years,forward_price,index_price,n_strikes,n_otm_strikes,mu2_variance,mu3_cubic,mu4_quartic,svix
2026-07-29T17:18:29Z,2026-07-30,1,0.00274,63702.44,63702.44,23,23,0.16215234455697455,-0.0016403549842509027,0.00037489002281882063,0.4026814430253455
2026-07-29T17:18:29Z,2026-07-31,2,0.005479,63711.46,63702.44,64,64,0.20145827279901463,-0.004894296667970887,0.001562405757195031,0.4488410328824835
2026-07-29T17:18:29Z,2026-08-01,3,0.008219,63687.9,63702.44,22,22,0.17859161193754652,-0.004239280915132933,0.001269498204313313,0.422601007970339
2026-07-29T17:18:29Z,2026-08-02,4,0.010959,63686.27,63702.44,21,21,0.14739496526734874,-0.002461116406502956,0.0010869920215732204,0.3839205194663978
2026-07-29T17:18:29Z,2026-08-07,9,0.024658,63748.78,63702.44,19,19,0.16028437260129277,-0.002424362443611585,0.003152011530055314,0.4003553079469445
2026-07-29T17:18:29Z,2026-08-14,16,0.043836,63792.56,63702.44,17,17,0.1541002188351275,-0.0045458907016690244,0.004456159757576168,0.3925560072589993
2026-07-29T17:18:29Z,2026-08-28,30,0.082192,63884.53,63702.44,49,49,0.1548209960457887,-0.0038674775028872356,0.012940844834928305,0.3934729927781431
2026-07-29T17:18:29Z,2026-09-25,58,0.158904,64095.77,63702.44,60,60,0.16743135937254786,0.0007690079422970409,0.03909158865084055,0.4091837721275709
2026-07-29T17:18:29Z,2026-12-25,149,0.408219,64733.33,63702.44,59,59,0.2021649758198958,0.03291063085315648,0.1280041990292255,0.4496275968175172
2026-07-29T17:18:29Z,2027-03-26,240,0.657534,65416.29,63702.44,51,51,0.21318711923116146,0.0824738429350648,0.1975920953955903,0.46172190681313946
2026-07-29T17:18:29Z,2027-06-25,331,0.906849,66116.52,63702.44,37,37,0.23159796591664525,0.10887969317733533,0.2501640361990451,0.4812462632755139
