snapshot_ts,expiry,days_to_expiry,strike,option_type,bid,ask,mark_price,forward_price,index_price,implied_vol,delta,gamma,vega,open_interest,volume_24h
2026-05-17T17:01:36Z,2026-05-18,1,70000.0,C,0.071,0.1325,0.1017,77938.93,77938.93,0.6988,0.99991,0.0,0.01207,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,70000.0,P,0.0,0.0001,0.0,77938.93,77938.93,0.6988,-9e-05,0.0,0.01207,3.3,1.0
2026-05-17T17:01:36Z,2026-05-18,1,71000.0,C,0.057,0.1205,0.0888,77938.93,77938.93,0.6418,0.99979,0.0,0.02545,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,71000.0,P,0.0,0.0001,0.0,77938.93,77938.93,0.6418,-0.00021,0.0,0.02545,1.2,0.0
2026-05-17T17:01:36Z,2026-05-18,1,72000.0,C,0.044,0.108,0.076,77938.93,77938.93,0.6261,0.99895,0.0,0.1135,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,72000.0,P,0.0,0.0001,0.0,77938.93,77938.93,0.6261,-0.00105,0.0,0.1135,29.9,8.0
2026-05-17T17:01:36Z,2026-05-18,1,73000.0,C,0.03,0.096,0.0632,77938.93,77938.93,0.5893,0.99653,1e-05,0.336,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,73000.0,P,0.0,0.0001,0.0,77938.93,77938.93,0.5893,-0.00347,1e-05,0.336,32.9,9.0
2026-05-17T17:01:36Z,2026-05-18,1,74000.0,C,0.0175,0.084,0.0504,77938.93,77938.93,0.5452,0.98962,2e-05,0.88695,1.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,74000.0,P,0.0,0.0002,0.0001,77938.93,77938.93,0.5452,-0.01038,2e-05,0.88695,32.8,20.5
2026-05-17T17:01:36Z,2026-05-18,1,75000.0,C,0.0125,0.0425,0.0378,77938.93,77938.93,0.5238,0.96295,5e-05,2.60804,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,75000.0,P,0.0002,0.0004,0.0003,77938.93,77938.93,0.5238,-0.03705,5e-05,2.60804,198.1,137.8
2026-05-17T17:01:36Z,2026-05-18,1,76000.0,C,0.013,0.06,0.0256,77938.93,77938.93,0.4829,0.89831,0.00011,5.72319,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,76000.0,P,0.0009,0.001,0.001,77938.93,77938.93,0.4829,-0.10169,0.00011,5.72319,173.7,88.9
2026-05-17T17:01:36Z,2026-05-18,1,76500.0,C,0.014,0.0245,0.0199,77938.93,77938.93,0.46340000000000003,0.83706,0.00016,7.93219,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,76500.0,P,0.0015,0.0018,0.0017,77938.93,77938.93,0.46340000000000003,-0.16294,0.00016,7.93219,97.2,60.5
2026-05-17T17:01:36Z,2026-05-18,1,77000.0,C,0.0135,0.019,0.0147,77938.93,77938.93,0.4437,0.7486,0.00022,10.26758,1.0,1.0
2026-05-17T17:01:36Z,2026-05-18,1,77000.0,P,0.0026,0.003,0.0028,77938.93,77938.93,0.4437,-0.2514,0.00022,10.26758,122.8,76.2
2026-05-17T17:01:36Z,2026-05-18,1,77500.0,C,0.0095,0.01,0.01,77938.93,77938.93,0.4217,0.63033,0.00028,12.16001,12.8,0.0
2026-05-17T17:01:36Z,2026-05-18,1,77500.0,P,0.0043,0.0047,0.0046,77938.93,77938.93,0.4217,-0.36967,0.00028,12.16001,488.2,51.3
2026-05-17T17:01:36Z,2026-05-18,1,78000.0,C,0.0055,0.0065,0.006,77937.51,77938.93,0.39490000000000003,0.48367,0.00031,12.84113,62.8,94.1
2026-05-17T17:01:36Z,2026-05-18,1,78000.0,P,0.0065,0.0075,0.007,77937.51,77938.93,0.39490000000000003,-0.51633,0.00031,12.84113,347.3,91.8
2026-05-17T17:01:36Z,2026-05-18,1,78500.0,C,0.003,0.0034,0.0032,77937.51,77938.93,0.37670000000000003,0.32488,0.0003,11.5928,154.2,151.6
2026-05-17T17:01:36Z,2026-05-18,1,78500.0,P,0.0095,0.013,0.0106,77937.51,77938.93,0.37670000000000003,-0.67512,0.0003,11.5928,196.2,6.6
2026-05-17T17:01:36Z,2026-05-18,1,79000.0,C,0.0014,0.0017,0.0015,77937.51,77938.93,0.36920000000000003,0.18952,0.00023,8.72843,108.3,92.4
2026-05-17T17:01:36Z,2026-05-18,1,79000.0,P,0.014,0.018,0.0154,77937.51,77938.93,0.36920000000000003,-0.81048,0.00023,8.72843,94.9,6.4
2026-05-17T17:01:36Z,2026-05-18,1,79500.0,C,0.0006,0.0008,0.0007,77937.51,77938.93,0.3699,0.09843,0.00015,5.58872,67.4,59.3
2026-05-17T17:01:36Z,2026-05-18,1,79500.0,P,0.02,0.0235,0.021,77937.51,77938.93,0.3699,-0.90157,0.00015,5.58872,109.6,0.0
2026-05-17T17:01:36Z,2026-05-18,1,80000.0,C,0.0003,0.0004,0.0003,77937.51,77938.93,0.3734,0.04604,8e-05,3.11031,102.4,62.6
2026-05-17T17:01:36Z,2026-05-18,1,80000.0,P,0.026,0.0295,0.027,77937.51,77938.93,0.3734,-0.95396,8e-05,3.11031,19.8,0.6
2026-05-17T17:01:36Z,2026-05-18,1,80500.0,C,0.0001,0.0002,0.0001,77937.51,77938.93,0.3796,0.02,4e-05,1.55988,33.4,30.0
2026-05-17T17:01:36Z,2026-05-18,1,80500.0,P,0.032,0.0355,0.0332,77937.51,77938.93,0.3796,-0.98,4e-05,1.55988,11.8,0.0
2026-05-17T17:01:36Z,2026-05-18,1,81000.0,C,0.0,0.0001,0.0,77937.51,77938.93,0.3937,0.00913,2e-05,0.79298,92.2,72.2
2026-05-17T17:01:36Z,2026-05-18,1,81000.0,P,0.0385,0.042,0.0396,77937.51,77938.93,0.3937,-0.99087,2e-05,0.79298,37.4,0.0
2026-05-17T17:01:36Z,2026-05-18,1,81500.0,C,0.0,0.0001,0.0,77937.51,77938.93,0.39840000000000003,0.00341,1e-05,0.33061,132.2,41.3
2026-05-17T17:01:36Z,2026-05-18,1,81500.0,P,0.045,0.048,0.046,77937.51,77938.93,0.39840000000000003,-0.99659,1e-05,0.33061,13.1,0.0
2026-05-17T17:01:36Z,2026-05-18,1,82000.0,C,0.0,0.0001,0.0,77937.51,77938.93,0.41009999999999996,0.0014,0.0,0.14756,249.1,77.6
2026-05-17T17:01:36Z,2026-05-18,1,82000.0,P,0.017,0.089,0.0524,77937.51,77938.93,0.41009999999999996,-0.9986,0.0,0.14756,1.5,0.0
2026-05-17T17:01:36Z,2026-05-18,1,82500.0,C,0.0,0.0001,0.0,77937.51,77938.93,0.4517,0.00119,0.0,0.12741,29.7,0.1
2026-05-17T17:01:36Z,2026-05-18,1,82500.0,P,0.053,0.0955,0.0588,77937.51,77938.93,0.4517,-0.99881,0.0,0.12741,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,83000.0,C,0.0,0.0001,0.0,77937.51,77938.93,0.4621,0.00051,0.0,0.05829,46.9,12.8
2026-05-17T17:01:36Z,2026-05-18,1,83000.0,P,0.029,0.1015,0.0652,77937.51,77938.93,0.4621,-0.99949,0.0,0.05829,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,83500.0,C,0.0,0.0001,0.0,77937.51,77938.93,0.4621,0.00016,0.0,0.01975,29.8,0.0
2026-05-17T17:01:36Z,2026-05-18,1,83500.0,P,0.0355,0.109,0.0716,77937.51,77938.93,0.4621,-0.99984,0.0,0.01975,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,84000.0,C,0.0,0.0001,0.0,77937.51,77938.93,0.4621,5e-05,0.0,0.00611,38.9,0.0
2026-05-17T17:01:36Z,2026-05-18,1,84000.0,P,0.0415,0.1155,0.078,77938.78,77938.93,0.4621,-0.99995,0.0,0.00613,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,84500.0,C,0.0,0.0001,0.0,77938.78,77938.93,0.4622,1e-05,0.0,0.00173,5.3,0.0
2026-05-17T17:01:36Z,2026-05-18,1,84500.0,P,0.048,0.122,0.0845,77938.78,77938.93,0.4622,-0.99999,0.0,0.00173,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,85000.0,C,0.0,0.0001,0.0,77938.78,77938.93,0.4622,0.0,0.0,0.00045,76.4,0.0
2026-05-17T17:01:36Z,2026-05-18,1,85000.0,P,0.054,0.129,0.0909,77938.78,77938.93,0.4622,-1.0,0.0,0.00045,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,86000.0,C,0.0,0.0001,0.0,77938.78,77938.93,0.4622,0.0,0.0,2e-05,32.8,0.0
2026-05-17T17:01:36Z,2026-05-18,1,86000.0,P,0.0665,0.142,0.1037,77938.78,77938.93,0.4622,-1.0,0.0,2e-05,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,87000.0,C,0.0,0.0001,0.0,77938.78,77938.93,0.4622,0.0,0.0,0.0,26.5,0.0
2026-05-17T17:01:36Z,2026-05-18,1,87000.0,P,0.079,0.1555,0.1165,77938.78,77938.93,0.4622,-1.0,0.0,0.0,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,88000.0,C,0.0,0.0001,0.0,77938.78,77938.93,0.4622,0.0,0.0,0.0,40.1,0.0
2026-05-17T17:01:36Z,2026-05-18,1,88000.0,P,0.0915,0.1685,0.1294,77938.78,77938.93,0.4622,-1.0,0.0,0.0,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,89000.0,C,0.0,0.0001,0.0,77938.78,77938.93,0.4622,0.0,0.0,0.0,1.4,0.0
2026-05-17T17:01:36Z,2026-05-18,1,89000.0,P,0.1035,0.1815,0.1422,77938.78,77938.93,0.4622,-1.0,0.0,0.0,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,90000.0,C,0.0,0.0001,0.0,77938.78,77938.93,0.4799,0.0,0.0,0.0,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,90000.0,P,0.116,0.195,0.155,77938.78,77938.93,0.4799,-1.0,0.0,0.0,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,91000.0,C,0.0,0.0001,0.0,77938.78,77938.93,0.5143,0.0,0.0,0.0,0.0,0.0
2026-05-17T17:01:36Z,2026-05-18,1,91000.0,P,0.1285,0.2075,0.1679,77938.78,77938.93,0.5143,-1.0,0.0,0.0,0.0,0.0
2026-05-17T17:01:36Z,2026-05-19,2,70000.0,C,0.0785,0.12,0.1014,77938.78,77938.93,0.6378,0.99456,0.0,0.80958,0.0,0.0
2026-05-17T17:01:36Z,2026-05-19,2,70000.0,P,0.0,0.0002,0.0001,77938.78,77938.93,0.6378,-0.00544,0.0,0.80958,14.8,0.0
2026-05-17T17:01:36Z,2026-05-19,2,71000.0,C,0.0845,0.1205,0.0887,77938.78,77938.93,0.6323,0.9872,1e-05,1.71675,0.0,0.0
