snapshot_ts,expiry,days_to_expiry,strike,option_type,bid,ask,mark_price,forward_price,index_price,implied_vol,delta,gamma,vega,open_interest,volume_24h
2026-04-10T16:55:46Z,2026-04-11,1,60000.0,C,0.172,0.182,0.1776,72970.46,72970.46,0.8306,1.0,0.0,0.0,0.0,0.0
2026-04-10T16:55:46Z,2026-04-11,1,60000.0,P,0.0,0.0001,0.0,72970.46,72970.46,0.8306,0.0,0.0,0.0,35.7,0.0
2026-04-10T16:55:46Z,2026-04-11,1,61000.0,C,0.1595,0.1685,0.1639,72970.46,72970.46,0.8301999999999999,1.0,0.0,1e-05,0.0,0.0
2026-04-10T16:55:46Z,2026-04-11,1,61000.0,P,0.0,0.0001,0.0,72970.46,72970.46,0.8301999999999999,0.0,0.0,1e-05,32.7,0.0
2026-04-10T16:55:46Z,2026-04-11,1,62000.0,C,0.1225,0.1565,0.1502,72970.46,72970.46,0.83,1.0,0.0,0.00015,0.0,0.0
2026-04-10T16:55:46Z,2026-04-11,1,62000.0,P,0.0,0.0001,0.0,72970.46,72970.46,0.83,0.0,0.0,0.00015,14.4,0.0
2026-04-10T16:55:46Z,2026-04-11,1,63000.0,C,0.13,0.141,0.1365,72970.46,72970.46,0.8266,0.99999,0.0,0.00115,0.0,0.0
2026-04-10T16:55:46Z,2026-04-11,1,63000.0,P,0.0,0.0001,0.0,72970.46,72970.46,0.8266,-1e-05,0.0,0.00115,55.2,1.0
2026-04-10T16:55:46Z,2026-04-11,1,64000.0,C,0.117,0.127,0.1228,72970.46,72970.46,0.8181,0.99995,0.0,0.00642,0.0,0.0
2026-04-10T16:55:46Z,2026-04-11,1,64000.0,P,0.0,0.0001,0.0,72970.46,72970.46,0.8181,-5e-05,0.0,0.00642,29.5,5.1
2026-04-10T16:55:46Z,2026-04-11,1,65000.0,C,0.103,0.114,0.1091,72970.46,72970.46,0.8173,0.9997,0.0,0.03374,0.0,0.0
2026-04-10T16:55:46Z,2026-04-11,1,65000.0,P,0.0,0.0001,0.0,72970.46,72970.46,0.8173,-0.0003,0.0,0.03374,452.7,18.1
2026-04-10T16:55:46Z,2026-04-11,1,65500.0,C,0.0955,0.1065,0.1023,72970.46,72970.46,0.8168000000000001,0.99933,0.0,0.07092,0.0,0.0
2026-04-10T16:55:46Z,2026-04-11,1,65500.0,P,0.0,0.0001,0.0,72970.46,72970.46,0.8168000000000001,-0.00067,0.0,0.07092,26.9,15.3
2026-04-10T16:55:46Z,2026-04-11,1,66000.0,C,0.091,0.1,0.0954,72970.46,72970.46,0.8167,0.99856,0.0,0.14194,0.0,0.0
2026-04-10T16:55:46Z,2026-04-11,1,66000.0,P,0.0,0.0001,0.0,72972.14,72970.46,0.8167,-0.00143,0.0,0.14165,54.1,34.6
2026-04-10T16:55:46Z,2026-04-11,1,66500.0,C,0.0825,0.093,0.0887,72972.14,72970.46,0.8062,0.9974,0.0,0.24326,0.0,0.0
2026-04-10T16:55:46Z,2026-04-11,1,66500.0,P,0.0,0.0001,0.0,72972.14,72970.46,0.8062,-0.0026,0.0,0.24326,35.8,5.7
2026-04-10T16:55:46Z,2026-04-11,1,67000.0,C,0.077,0.0865,0.0818,72972.14,72970.46,0.7975,0.99531,1e-05,0.413,0.1,0.0
2026-04-10T16:55:46Z,2026-04-11,1,67000.0,P,0.0,0.0002,0.0,72972.14,72970.46,0.7975,-0.00469,1e-05,0.413,248.3,21.0
