snapshot_ts,expiry,days_to_expiry,strike,option_type,bid,ask,mark_price,forward_price,index_price,implied_vol,delta,gamma,vega,open_interest,volume_24h
2026-03-24T17:05:07Z,2026-03-25,1,61000.0,C,0.0001,0.0,0.1183,69217.2269,69170.43,1.0002,0.99897,0.0,0.0985,0.0,0.0
2026-03-24T17:05:07Z,2026-03-25,1,61000.0,P,0.0,0.0001,0.0,69180.6147,69170.43,1.0002,-0.00107,0.0,0.10241,111.6,48.8
2026-03-24T17:05:07Z,2026-03-25,1,62000.0,C,0.0001,0.13,0.1038,69217.2269,69170.43,0.997,0.9965,0.0,0.3001,0.0,0.0
2026-03-24T17:05:07Z,2026-03-25,1,62000.0,P,0.0,0.0002,0.0,69180.6147,69170.43,0.997,-0.00364,0.0,0.3105,214.3,91.5
2026-03-24T17:05:07Z,2026-03-25,1,63000.0,C,0.0001,0.0,0.0895,69217.2269,69170.43,0.9831,0.99036,1e-05,0.73694,0.0,0.0
2026-03-24T17:05:07Z,2026-03-25,1,63000.0,P,0.0,0.0002,0.0001,69180.6147,69170.43,0.9831,-0.00998,1e-05,0.75931,177.6,39.1
2026-03-24T17:05:07Z,2026-03-25,1,64000.0,C,0.066,0.079,0.0751,69217.2269,69170.43,0.8726999999999999,0.98589,1e-05,1.0263,0.0,0.0
2026-03-24T17:05:07Z,2026-03-25,1,64000.0,P,0.0,0.0002,0.0002,69180.6147,69170.43,0.8726999999999999,-0.01465,1e-05,1.05925,414.8,37.6
2026-03-24T17:05:07Z,2026-03-25,1,65000.0,C,0.0001,0.0,0.0608,69217.2269,69170.43,0.8037000000000001,0.97206,3e-05,1.83187,0.1,0.0
2026-03-24T17:05:07Z,2026-03-25,1,65000.0,P,0.0001,0.0004,0.0004,69180.6147,69170.43,0.8037000000000001,-0.02898,3e-05,1.88737,302.1,79.8
2026-03-24T17:05:07Z,2026-03-25,1,66000.0,C,0.0001,0.0,0.0466,69217.2269,69170.43,0.6954,0.95282,5e-05,2.81215,0.4,0.0
2026-03-24T17:05:07Z,2026-03-25,1,66000.0,P,0.0004,0.0007,0.0006,69207.9236,69170.43,0.6954,-0.04764,5e-05,2.83386,110.7,95.2
2026-03-24T17:05:07Z,2026-03-25,1,66500.0,C,0.0001,0.0,0.0396,69217.2269,69170.43,0.6547,0.93265,7e-05,3.72249,0.3,0.0
2026-03-24T17:05:07Z,2026-03-25,1,66500.0,P,0.0006,0.0009,0.0008,69180.6147,69170.43,0.6547,-0.06994,7e-05,3.83038,66.7,15.2
2026-03-24T17:05:07Z,2026-03-25,1,67000.0,C,0.031,0.034,0.0328,69263.5329,69170.43,0.6157,0.90667,9e-05,4.76822,17.4,0.2
2026-03-24T17:05:07Z,2026-03-25,1,67000.0,P,0.001,0.0014,0.0012,69207.9236,69170.43,0.6156,-0.09871,0.0001,4.96463,76.5,88.9
2026-03-24T17:05:07Z,2026-03-25,1,67500.0,C,0.0245,0.0275,0.0261,69180.6147,69170.43,0.5832999999999999,0.84939,0.00014,6.674,32.9,0.5
2026-03-24T17:05:07Z,2026-03-25,1,67500.0,P,0.0016,0.0021,0.0019,69207.9236,69170.43,0.5832999999999999,-0.1468,0.00014,6.56352,145.9,113.8
2026-03-24T17:05:07Z,2026-03-25,1,68000.0,C,0.0185,0.0215,0.0199,69180.6147,69170.43,0.5550999999999999,0.77725,0.00019,8.51305,27.7,0.1
2026-03-24T17:05:07Z,2026-03-25,1,68000.0,P,0.0028,0.0032,0.003,69263.5329,69170.43,0.5550999999999999,-0.20747,0.00018,8.17869,216.3,193.4
2026-03-24T17:05:07Z,2026-03-25,1,68500.0,C,0.0135,0.015,0.0144,69180.6147,69170.43,0.5311,0.67798,0.00024,10.23567,15.9,0.4
2026-03-24T17:05:07Z,2026-03-25,1,68500.0,P,0.0045,0.0049,0.0047,69263.5329,69170.43,0.5311,-0.30268,0.00023,9.97746,177.9,134.8
2026-03-24T17:05:07Z,2026-03-25,1,69000.0,C,0.009,0.01,0.0098,69207.9236,69170.43,0.5145000000000001,0.56054,0.00027,11.26187,38.8,1.2
2026-03-24T17:05:07Z,2026-03-25,1,69000.0,P,0.007,0.0075,0.0073,69196.1542,69170.43,0.5145000000000001,-0.44262,0.00027,11.27334,107.3,88.2
2026-03-24T17:05:07Z,2026-03-25,1,69500.0,C,0.0055,0.0065,0.006,69224.6102,69170.43,0.4943,0.42683,0.00028,11.20381,41.8,15.0
2026-03-24T17:05:07Z,2026-03-25,1,69500.0,P,0.0105,0.0115,0.0107,69224.6102,69170.43,0.4943,-0.57317,0.00028,11.20381,98.4,112.5
2026-03-24T17:05:07Z,2026-03-25,1,70000.0,C,0.0031,0.0038,0.0034,69180.6147,69170.43,0.4814,0.28002,0.00024,9.61002,50.2,27.7
2026-03-24T17:05:07Z,2026-03-25,1,70000.0,P,0.0145,0.017,0.0153,69196.1542,69170.43,0.4814,-0.71617,0.00025,9.67511,167.9,179.6
2026-03-24T17:05:07Z,2026-03-25,1,70500.0,C,0.0015,0.002,0.0017,69224.6102,69170.43,0.4729,0.17728,0.00019,7.42419,110.4,93.5
2026-03-24T17:05:07Z,2026-03-25,1,70500.0,P,0.0195,0.0225,0.0209,69180.6147,69170.43,0.4729,-0.83106,0.00019,7.19522,102.8,40.7
2026-03-24T17:05:07Z,2026-03-25,1,71000.0,C,0.0007,0.0011,0.0008,69180.6147,69170.43,0.4736,0.09365,0.00012,4.77433,93.1,25.2
2026-03-24T17:05:07Z,2026-03-25,1,71000.0,P,0.026,0.029,0.0273,69180.6147,69170.43,0.4736,-0.90635,0.00012,4.77433,55.2,42.8
2026-03-24T17:05:07Z,2026-03-25,1,71500.0,C,0.0004,0.0007,0.0004,69180.6147,69170.43,0.47840000000000005,0.04839,7e-05,2.86816,160.6,57.0
2026-03-24T17:05:07Z,2026-03-25,1,71500.0,P,0.033,0.0355,0.034,69180.6147,69170.43,0.47840000000000005,-0.95161,7e-05,2.86816,37.7,25.7
2026-03-24T17:05:07Z,2026-03-25,1,72000.0,C,0.0002,0.0004,0.0002,69180.6147,69170.43,0.5035000000000001,0.02792,4e-05,1.82966,417.6,387.7
2026-03-24T17:05:07Z,2026-03-25,1,72000.0,P,0.04,0.0425,0.0411,69180.6147,69170.43,0.5035000000000001,-0.97208,4e-05,1.82966,10.9,0.8
2026-03-24T17:05:07Z,2026-03-25,1,72500.0,C,0.0001,0.0003,0.0001,69180.6147,69170.43,0.5184000000000001,0.01463,3e-05,1.05794,233.6,224.5
2026-03-24T17:05:07Z,2026-03-25,1,72500.0,P,0.007,0.0745,0.0482,69180.6147,69170.43,0.5184000000000001,-0.98537,3e-05,1.05794,2.5,2.4
2026-03-24T17:05:07Z,2026-03-25,1,73000.0,C,0.0,0.0002,0.0001,69180.6147,69170.43,0.5553,0.0098,2e-05,0.74769,153.9,134.4
2026-03-24T17:05:07Z,2026-03-25,1,73000.0,P,0.0145,0.0815,0.0554,69180.6147,69170.43,0.5553,-0.9902,2e-05,0.74769,4.7,5.4
2026-03-24T17:05:07Z,2026-03-25,1,73500.0,C,0.0,0.0002,0.0,69180.6147,69170.43,0.5627,0.0047,1e-05,0.39093,111.1,56.2
2026-03-24T17:05:07Z,2026-03-25,1,73500.0,P,0.0215,0.0885,0.0625,69180.6147,69170.43,0.5627,-0.9953,1e-05,0.39093,0.9,0.2
2026-03-24T17:05:07Z,2026-03-25,1,74000.0,C,0.0,0.0002,0.0,69224.6102,69170.43,0.5798,0.00275,1e-05,0.24163,145.8,117.1
2026-03-24T17:05:07Z,2026-03-25,1,74000.0,P,0.0285,0.096,0.0698,69180.6147,69170.43,0.5798,-0.99747,0.0,0.22422,1.6,0.6
2026-03-24T17:05:07Z,2026-03-25,1,75000.0,C,0.0,0.0001,0.0,69180.6147,69170.43,0.6418,0.0012,0.0,0.11337,119.6,125.3
2026-03-24T17:05:07Z,2026-03-25,1,75000.0,P,0.042,0.1105,0.0842,69180.6147,69170.43,0.6418,-0.9988,0.0,0.11337,0.0,0.0
2026-03-24T17:05:07Z,2026-03-25,1,76000.0,C,0.0,0.0001,0.0,69196.1542,69170.43,0.667,0.00034,0.0,0.03591,72.3,31.4
2026-03-24T17:05:07Z,2026-03-25,1,76000.0,P,0.0555,0.125,0.0987,69180.6147,69170.43,0.667,-0.99967,0.0,0.03492,0.2,0.2
2026-03-24T17:05:07Z,2026-03-25,1,77000.0,C,0.0,0.0001,0.0,69196.1542,69170.43,0.6931,0.0001,0.0,0.01119,202.4,75.8
