snapshot_ts,expiry,days_to_expiry,strike,option_type,bid,ask,mark_price,forward_price,index_price,implied_vol,delta,gamma,vega,open_interest,volume_24h
2026-05-23T17:04:59Z,2026-05-24,1,68000.0,C,0.0945,0.1225,0.0975,75353.73,75353.73,0.5952000000000001,0.99999,0.0,0.00189,0.0,0.0
2026-05-23T17:04:59Z,2026-05-24,1,68000.0,P,0.0,0.0001,0.0,75353.73,75353.73,0.5952000000000001,-1e-05,0.0,0.00189,4.8,0.0
2026-05-23T17:04:59Z,2026-05-24,1,69000.0,C,0.081,0.1105,0.0843,75353.73,75353.73,0.5949,0.99984,0.0,0.01898,0.0,0.0
2026-05-23T17:04:59Z,2026-05-24,1,69000.0,P,0.0,0.0001,0.0,75353.73,75353.73,0.5949,-0.00016,0.0,0.01898,14.6,14.4
2026-05-23T17:04:59Z,2026-05-24,1,70000.0,C,0.068,0.099,0.071,75353.73,75353.73,0.5550999999999999,0.99938,0.0,0.06753,0.0,0.0
2026-05-23T17:04:59Z,2026-05-24,1,70000.0,P,0.0,0.0001,0.0,75353.73,75353.73,0.5550999999999999,-0.00062,0.0,0.06753,37.6,38.2
2026-05-23T17:04:59Z,2026-05-24,1,71000.0,C,0.0545,0.0855,0.0578,75353.73,75353.73,0.5456,0.99603,1e-05,0.36573,0.0,0.0
2026-05-23T17:04:59Z,2026-05-24,1,71000.0,P,0.0,0.0001,0.0,75353.73,75353.73,0.5456,-0.00397,1e-05,0.36573,24.9,9.9
2026-05-23T17:04:59Z,2026-05-24,1,72000.0,C,0.041,0.0735,0.0446,75353.73,75353.73,0.5336,0.98117,3e-05,1.43043,0.0,0.0
2026-05-23T17:04:59Z,2026-05-24,1,72000.0,P,0.0,0.0002,0.0002,75353.73,75353.73,0.5336,-0.01883,3e-05,1.43043,50.4,52.8
