snapshot_ts,expiry,days_to_expiry,strike,option_type,bid,ask,mark_price,underlying_price,implied_vol,delta,gamma,vega,open_interest,volume_24h
2026-03-17T17:11:45Z,2026-03-20,3,58000.0,C,0.2165,0.2195,0.2185,74201.61,1.1372,0.99543,0.0,0.83882,1.3,0.1
2026-03-17T17:11:45Z,2026-03-20,3,58000.0,P,0.0001,0.0002,0.0001,74201.61,1.1372,-0.00457,0.0,0.83882,1241.1,85.3
2026-03-17T17:11:45Z,2026-03-20,3,60000.0,C,0.19,0.193,0.1916,74201.61,1.0619,0.99198,0.0,1.38077,46.6,0.0
2026-03-17T17:11:45Z,2026-03-20,3,60000.0,P,0.0002,0.0003,0.0002,74201.61,1.0619,-0.00802,0.0,1.38077,773.5,17.4
2026-03-17T17:11:45Z,2026-03-20,3,61000.0,C,0.1525,0.2035,0.1782,74202.57,0.9883,0.99142,0.0,1.4646,0.0,0.0
2026-03-17T17:11:45Z,2026-03-20,3,61000.0,P,0.0001,0.0003,0.0002,74200.15,0.9883,-0.00859,0.0,1.46592,461.2,8.0
2026-03-17T17:11:45Z,2026-03-20,3,62000.0,C,0.1625,0.167,0.1647,74201.35,0.9340999999999999,0.98958,0.0,1.73518,20.1,0.0
2026-03-17T17:11:45Z,2026-03-20,3,62000.0,P,0.0002,0.0004,0.0003,74200.15,0.9340999999999999,-0.01042,0.0,1.73597,1045.5,3.7
2026-03-17T17:11:45Z,2026-03-20,3,63000.0,C,0.1495,0.153,0.1514,74200.15,0.8976999999999999,0.98577,1e-05,2.27427,47.1,0.2
2026-03-17T17:11:45Z,2026-03-20,3,63000.0,P,0.0003,0.0005,0.0004,74200.15,0.8976999999999999,-0.01423,1e-05,2.27427,831.3,6.3
2026-03-17T17:11:45Z,2026-03-20,3,64000.0,C,0.136,0.1395,0.138,74201.35,0.851,0.98163,1e-05,2.82944,26.2,0.4
2026-03-17T17:11:45Z,2026-03-20,3,64000.0,P,0.0004,0.0006,0.0005,74201.35,0.851,-0.01837,1e-05,2.82944,452.1,26.5
2026-03-17T17:11:45Z,2026-03-20,3,65000.0,C,0.123,0.126,0.1247,74200.15,0.8142,0.9747,1e-05,3.70881,66.8,0.0
2026-03-17T17:11:45Z,2026-03-20,3,65000.0,P,0.0006,0.0008,0.0007,74200.15,0.8142,-0.0253,1e-05,3.70881,947.4,43.9
2026-03-17T17:11:45Z,2026-03-20,3,66000.0,C,0.1095,0.113,0.1114,74201.35,0.7636,0.96741,2e-05,4.57774,78.9,0.1
2026-03-17T17:11:45Z,2026-03-20,3,66000.0,P,0.0007,0.001,0.0008,74201.35,0.7636,-0.03259,2e-05,4.57774,333.4,81.0
2026-03-17T17:11:45Z,2026-03-20,3,67000.0,C,0.096,0.1,0.0982,74200.15,0.7245,0.95493,2e-05,5.96248,148.1,0.0
2026-03-17T17:11:45Z,2026-03-20,3,67000.0,P,0.001,0.0013,0.0012,74200.15,0.7245,-0.04507,2e-05,5.96248,436.8,55.0
2026-03-17T17:11:45Z,2026-03-20,3,68000.0,C,0.083,0.087,0.0852,74200.15,0.6878,0.93669,3e-05,7.80431,689.3,253.8
2026-03-17T17:11:45Z,2026-03-20,3,68000.0,P,0.0015,0.0017,0.0016,74201.35,0.6878,-0.06327,3e-05,7.80112,471.2,82.2
2026-03-17T17:11:45Z,2026-03-20,3,69000.0,C,0.0705,0.0735,0.0724,74200.15,0.6498999999999999,0.91115,4e-05,10.10524,736.5,109.5
2026-03-17T17:11:45Z,2026-03-20,3,69000.0,P,0.0022,0.0024,0.0023,74200.15,0.6498999999999999,-0.08885,4e-05,10.10524,545.8,98.2
2026-03-17T17:11:45Z,2026-03-20,3,70000.0,C,0.058,0.0615,0.06,74200.15,0.6164999999999999,0.87334,5e-05,13.05204,429.1,4.0
2026-03-17T17:11:45Z,2026-03-20,3,70000.0,P,0.0032,0.0035,0.0034,74200.15,0.6164999999999999,-0.12666,5e-05,13.05204,546.7,260.6
2026-03-17T17:11:45Z,2026-03-20,3,71000.0,C,0.047,0.049,0.0482,74200.15,0.5908,0.81763,7e-05,16.62081,706.5,0.4
2026-03-17T17:11:45Z,2026-03-20,3,71000.0,P,0.0049,0.0055,0.0051,74198.38,0.5908,-0.1825,7e-05,16.62782,198.6,52.4
