snapshot_ts,expiry,days_to_expiry,strike,option_type,bid,ask,mark_price,forward_price,index_price,implied_vol,delta,gamma,vega,open_interest,volume_24h
2026-04-05T16:42:00Z,2026-04-06,1,59000.0,C,0.096,0.147,0.1228,67270.51,67270.51,0.8754000000000001,0.99984,0.0,0.01695,0.0,0.0
2026-04-05T16:42:00Z,2026-04-06,1,59000.0,P,0.0,0.0001,0.0,67270.51,67270.51,0.8754000000000001,-0.00016,0.0,0.01695,222.7,5.0
2026-04-05T16:42:00Z,2026-04-06,1,60000.0,C,0.084,0.1155,0.1079,67270.51,67270.51,0.7737,0.99981,0.0,0.02031,0.0,0.0
2026-04-05T16:42:00Z,2026-04-06,1,60000.0,P,0.0,0.0001,0.0,67270.51,67270.51,0.7737,-0.00019,0.0,0.02031,128.9,6.0
2026-04-05T16:42:00Z,2026-04-06,1,61000.0,C,0.076,0.1285,0.0931,67270.51,67270.51,0.7631,0.99898,0.0,0.09645,0.0,0.0
2026-04-05T16:42:00Z,2026-04-06,1,61000.0,P,0.0,0.0001,0.0,67270.51,67270.51,0.7631,-0.00102,0.0,0.09645,27.1,3.4
2026-04-05T16:42:00Z,2026-04-06,1,62000.0,C,0.0435,0.107,0.0782,67270.51,67270.51,0.6701,0.99829,0.0,0.15447,0.0,0.0
2026-04-05T16:42:00Z,2026-04-06,1,62000.0,P,0.0,0.0001,0.0,67270.51,67270.51,0.6701,-0.00171,0.0,0.15447,103.8,32.1
2026-04-05T16:42:00Z,2026-04-06,1,63000.0,C,0.042,0.0745,0.0634,67270.51,67270.51,0.6371,0.99337,1e-05,0.52241,0.0,0.0
2026-04-05T16:42:00Z,2026-04-06,1,63000.0,P,0.0001,0.0002,0.0001,67270.51,67270.51,0.6371,-0.00663,1e-05,0.52241,84.1,88.7
2026-04-05T16:42:00Z,2026-04-06,1,64000.0,C,0.032,0.0565,0.0488,67270.51,67270.51,0.6353,0.97065,4e-05,1.87852,0.0,0.0
2026-04-05T16:42:00Z,2026-04-06,1,64000.0,P,0.0002,0.0004,0.0003,67270.51,67270.51,0.6353,-0.02935,4e-05,1.87852,88.2,54.2
2026-04-05T16:42:00Z,2026-04-06,1,64500.0,C,0.029,0.0755,0.0415,67270.51,67270.51,0.5852,0.95835,5e-05,2.50357,0.0,0.0
2026-04-05T16:42:00Z,2026-04-06,1,64500.0,P,0.0003,0.0005,0.0004,67270.51,67270.51,0.5852,-0.04165,5e-05,2.50357,19.4,13.1
2026-04-05T16:42:00Z,2026-04-06,1,65000.0,C,0.0255,0.0625,0.0343,67270.51,67270.51,0.5443,0.93583,8e-05,3.52929,0.0,0.0
2026-04-05T16:42:00Z,2026-04-06,1,65000.0,P,0.0005,0.0007,0.0007,67270.51,67270.51,0.5443,-0.06417,8e-05,3.52929,83.0,48.9
2026-04-05T16:42:00Z,2026-04-06,1,65500.0,C,0.019,0.052,0.0272,67270.51,67270.51,0.49700000000000005,0.90227,0.00012,4.85179,4.0,0.0
2026-04-05T16:42:00Z,2026-04-06,1,65500.0,P,0.0008,0.0011,0.001,67270.51,67270.51,0.49700000000000005,-0.09773,0.00012,4.85179,53.2,25.9
2026-04-05T16:42:00Z,2026-04-06,1,66000.0,C,0.0195,0.022,0.0203,67270.51,67270.51,0.45399999999999996,0.84478,0.00019,6.7053,17.8,0.1
2026-04-05T16:42:00Z,2026-04-06,1,66000.0,P,0.0013,0.0017,0.0016,67270.51,67270.51,0.45399999999999996,-0.15522,0.00019,6.7053,98.3,52.2
2026-04-05T16:42:00Z,2026-04-06,1,66500.0,C,0.013,0.015,0.0141,67272.98,67270.51,0.42060000000000003,0.74738,0.00027,8.98368,41.9,12.9
2026-04-05T16:42:00Z,2026-04-06,1,66500.0,P,0.0024,0.0029,0.0027,67272.98,67270.51,0.42060000000000003,-0.25262,0.00027,8.98368,176.2,56.0
2026-04-05T16:42:00Z,2026-04-06,1,67000.0,C,0.008,0.0095,0.0088,67272.98,67270.51,0.39840000000000003,0.59968,0.00034,10.86419,112.5,97.6
2026-04-05T16:42:00Z,2026-04-06,1,67000.0,P,0.0045,0.005,0.0048,67272.98,67270.51,0.39840000000000003,-0.40032,0.00034,10.86419,102.9,92.9
2026-04-05T16:42:00Z,2026-04-06,1,67500.0,C,0.0046,0.0055,0.0048,67270.51,67270.51,0.3862,0.4196,0.00036,10.9872,96.3,49.0
2026-04-05T16:42:00Z,2026-04-06,1,67500.0,P,0.0075,0.0085,0.0083,67272.98,67270.51,0.38630000000000003,-0.5795,0.00036,10.9927,11.9,3.4
2026-04-05T16:42:00Z,2026-04-06,1,68000.0,C,0.0023,0.0027,0.0024,67272.98,67270.51,0.38130000000000003,0.25253,0.0003,8.98191,78.3,84.3
2026-04-05T16:42:00Z,2026-04-06,1,68000.0,P,0.0115,0.015,0.0133,67272.98,67270.51,0.38130000000000003,-0.74748,0.0003,8.98178,15.4,14.0
2026-04-05T16:42:00Z,2026-04-06,1,68500.0,C,0.0012,0.0013,0.0011,67272.98,67270.51,0.3918,0.13663,0.0002,6.15473,86.3,83.0
2026-04-05T16:42:00Z,2026-04-06,1,68500.0,P,0.013,0.0285,0.0195,67272.98,67270.51,0.3918,-0.86337,0.0002,6.15473,0.0,5.0
2026-04-05T16:42:00Z,2026-04-06,1,69000.0,C,0.0005,0.0007,0.0005,67272.98,67270.51,0.4069,0.06916,0.00012,3.74004,88.5,66.4
2026-04-05T16:42:00Z,2026-04-06,1,69000.0,P,0.019,0.06,0.0263,67272.98,67270.51,0.4069,-0.93084,0.00012,3.74004,0.0,0.0
2026-04-05T16:42:00Z,2026-04-06,1,69500.0,C,0.0002,0.0004,0.0003,67272.98,67270.51,0.43479999999999996,0.03729,7e-05,2.28807,59.2,52.4
2026-04-05T16:42:00Z,2026-04-06,1,69500.0,P,0.0215,0.0525,0.0335,67272.98,67270.51,0.43479999999999996,-0.96271,7e-05,2.28807,0.0,0.0
2026-04-05T16:42:00Z,2026-04-06,1,70000.0,C,0.0,0.0003,0.0001,67272.98,67270.51,0.4472,0.01714,3e-05,1.19394,83.2,49.5
2026-04-05T16:42:00Z,2026-04-06,1,70000.0,P,0.0125,0.0655,0.0408,67272.98,67270.51,0.4472,-0.98286,3e-05,1.19394,0.0,0.0
2026-04-05T16:42:00Z,2026-04-06,1,71000.0,C,0.0,0.0002,0.0,67272.98,67270.51,0.5033,0.00534,1e-05,0.431,92.2,38.1
